tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen,lcrp_pathogen,divergent_pathogen
109461,1,62624,Varroa destructor,honeybee mite,eukaryota,false,,,,,,,,,,,,,,,,5.08683561743364,763,1,755,60.0523,174.193,10^-67.3266,,,,,,0,0,0
62625,1,62624,Varroa jacobsoni,"",eukaryota,false,,,,,,,,,,,,,,,,1.3533782835373906,203,1,200,87.6267,116.927,10^-65.2923,,,,,,0,0,0
62608,2,62608,Thermocladium,"",archaea,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,88.9,36.0,10^-14.0555,,,,,[62609],0,0,0
62609,1,62608,Thermocladium modestius,"",archaea,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,88.9,36.0,10^-14.0555,,,,,,0,0,0
61471,2,61471,Timema,"",eukaryota,false,,,,0.04666821667370312,7,,,90.5354,45.6,10^-12.1425,,,,,,0.06666888096243304,10,,,63.9457,63.9,10^-20.6619,,,,,"[170557, 170555, 61484, 61478, 61476, 61472]",0,0,0
170557,1,61471,Timema poppensis,"",eukaryota,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,54.05,38.0,10^-4.61852,,,,,,0,0,0
170555,1,61471,Timema monikensis,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,89.8,49.0,10^-25.2782,,,,,,0,0,0
61484,1,61471,Timema tahoe,"",eukaryota,false,,,,0.03333444048121652,5,,,91.198,37.6667,10^-8.77569,,,,,,0.013333776192486607,2,,,50.0,58.0,10^-12.5482,,,,,,0,0,0
61478,1,61471,Timema douglasi,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,75.641,78.0,10^-35.6968,,,,,,0,0,0
61476,1,61471,Timema cristinae,"",eukaryota,false,,,,0.006666888096243303,1,,,94.872,39.0,10^-11.5051,,,,,,,,,,,,,,,,,,0,0,0
61472,1,61471,Timema bartmani,"",eukaryota,false,,,,0.006666888096243303,1,,,84.211,76.0,10^-22.8805,,,,,,0.013333776192486607,2,,,57.317,82.0,10^-19.9586,,,,,,0,0,0
61423,2,61423,Furculomyces,"",eukaryota,false,,,,,,,,,,,,,,,,0.06000199286618973,9,,,55.2028,64.8333,10^-15.0595,,,,,[61424],0,0,0
61424,1,61423,Furculomyces boomerangus,"",eukaryota,false,,,,,,,,,,,,,,,,0.06000199286618973,9,,,55.2028,64.8333,10^-15.0595,,,,,,0,0,0
60805,2,60805,Trechus,"",eukaryota,false,,,,0.006666888096243303,1,,,80.0,115.0,10^-34.3658,,,,,,,,,,,,,,,,,[947072],0,0,0
947072,1,60805,Trechus barii,"",eukaryota,false,,,,0.006666888096243303,1,,,80.0,115.0,10^-34.3658,,,,,,,,,,,,,,,,,,0,0,0
60568,2,60568,Cryptotermes,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,71.05,41.0,10^-12.2927,,,,,[105785],0,0,0
105785,1,60568,Cryptotermes secundus,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,71.05,41.0,10^-12.2927,,,,,,0,0,0
60533,2,60533,Macracanthorhynchus,"",eukaryota,false,,,,0.006666888096243303,1,,,100.0,45.0,10^-18.3048,,,,,,,,,,,,,,,,,[1032456],0,0,0
1032456,1,60533,Macracanthorhynchus hirudinaceus,giant thorny-headed worm,eukaryota,false,,,,0.006666888096243303,1,,,100.0,45.0,10^-18.3048,,,,,,,,,,,,,,,,,,0,0,0
60136,2,60136,Sulfitobacter,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,[1903071],0,0,0
1903071,1,60136,Sulfitobacter sp.,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
59811,2,59811,Lithodesmium,"",eukaryota,false,,,,0.026667552384973214,4,,,91.1415,80.0,10^-30.7628,,,,,,,,,,,,,,,,,[59812],0,0,0
59812,1,59811,Lithodesmium undulatum,"",eukaryota,false,,,,0.026667552384973214,4,,,91.1415,80.0,10^-30.7628,,,,,,,,,,,,,,,,,,0,0,0
59753,2,59753,Alcanivorax,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,70.65,37.0,10^-7.56538,,,,,"[2338368, 64988]",0,0,0
2338368,1,59753,Alcanivorax profundi,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,83.3,24.0,10^-6.22768,,,,,,0,0,0
64988,1,59753,Alcanivorax jadensis,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,58.0,50.0,10^-8.90309,,,,,,0,0,0
59739,2,59739,Flammeovirga,"",bacteria,false,,,,0.013333776192486607,2,,,82.667,75.0,10^-20.8277,,,,,,0.220007307176029,33,,,78.4913,47.7826,10^-17.0141,,,,,"[2494373, 1382345, 367791]",0,0,0
2494373,1,59739,Flammeovirga pectinis,"",bacteria,false,,,,0.013333776192486607,2,,,82.667,75.0,10^-20.8277,,,,,,,,,,,,,,,,,,0,0,0
1382345,1,59739,Flammeovirga sp. OC4,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,63.3,49.0,10^-10.6073,,,,,,0,0,0
367791,1,59739,Flammeovirga yaeyamensis,"",bacteria,false,,,,,,,,,,,,,,,,0.2133404190797857,32,,,79.1818,47.7273,10^-17.3053,,,,,,0,0,0
59735,2,59735,Bergeyella,"",bacteria,false,,,,0.006666888096243303,1,,,79.0,100.0,10^-26.8784,,,,,,,,,,,,,,,,,[1585976],0,0,0
1585976,1,59735,Bergeyella cardium,"",bacteria,false,,,,0.006666888096243303,1,,,79.0,100.0,10^-26.8784,,,,,,,,,,,,,,,,,,0,0,0
59732,2,59732,Chryseobacterium,"",bacteria,false,,,,0.12000398573237946,18,,,94.5612,131.188,10^-67.487,,,,,,0.05333510476994643,8,,,92.8333,45.6667,10^-20.0606,,,,,"[2761532, 2754694, 2713414, 2497456, 2478663, 2039166, 1705393, 1660093, 1493872, 1324352, 1265445, 558152, 415851, 373672, 204089, 254, 253]",0,0,0
2761532,1,59732,Chryseobacterium sp. C3,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,50.0,10^-24.3958,,,,,,0,0,0
2754694,1,59732,Chryseobacterium manosquense,"",bacteria,false,,,,0.006666888096243303,1,,,98.649,148.0,10^-84.3477,,,,,,,,,,,,,,,,,,0,0,0
2713414,1,59732,Chryseobacterium sp. POL2,"",bacteria,false,,,,0.013333776192486607,2,,,93.333,45.0,10^-14.1877,,,,,,,,,,,,,,,,,,0,0,0
2497456,1,59732,Chryseobacterium aureum,"",bacteria,false,,,,0.006666888096243303,1,,,88.667,150.0,10^-66.5011,,,,,,,,,,,,,,,,,,0,0,0
2478663,1,59732,Chryseobacterium sp. 3008163,"",bacteria,false,,,,0.013333776192486607,2,,,95.302,149.0,10^-78.1691,,,,,,,,,,,,,,,,,,0,0,0
2039166,1,59732,Chryseobacterium sp. 6424,"",bacteria,false,,,,0.006666888096243303,1,,,92.715,151.0,10^-75.4186,,,,,,,,,,,,,,,,,,0,0,0
1705393,1,59732,Chryseobacterium sp. ERMR1:04,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,49.0,10^-25.1337,,,,,,0,0,0
1660093,1,59732,Chryseobacterium sp. SCN 40-13,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,49.0,10^-22.6345,,,,,,0,0,0
1493872,1,59732,Chryseobacterium shandongense,"",bacteria,false,,,,0.026667552384973214,4,,,96.9922,134.5,10^-75.4794,,,,,,,,,,,,,,,,,,0,0,0
1324352,1,59732,Chryseobacterium gallinarum,"",bacteria,false,,,,0.006666888096243303,1,,,85.517,145.0,10^-57.5954,,,,,,,,,,,,,,,,,,0,0,0
1265445,1,59732,Chryseobacterium camelliae,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
558152,1,59732,Chryseobacterium piperi,"",bacteria,false,,,,0.013333776192486607,2,,,94.667,150.0,10^-78.8524,,,,,,,,,,,,,,,,,,0,0,0
415851,1,59732,Chryseobacterium flavum,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,59.5,37.0,10^-5.83565,,,,,,0,0,0
373672,1,59732,Chryseobacterium gambrini,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,49.0,10^-24.0097,,,,,,0,0,0
204089,1,59732,Candidatus Chryseobacterium massiliae,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,133.0,10^-76.8461,,,,,,,,,,,,,,,,,,0,0,0
254,1,59732,Chryseobacterium indoltheticum,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,97.5,40.0,10^-18.3546,,,,,,0,0,0
253,1,59732,Chryseobacterium indologenes,"",bacteria,false,,,,0.013333776192486607,2,,,91.414,147.5,10^-70.9686,,,,,,,,,,,,,,,,,,0,0,0
59670,2,59670,Eurya,"",eukaryota,false,,,,0.006666888096243303,1,,,82.222,90.0,10^-26.9242,,,,,,,,,,,,,,,,,[86844],0,0,0
86844,1,59670,Eurya emarginata,"",eukaryota,false,,,,0.006666888096243303,1,,,82.222,90.0,10^-26.9242,,,,,,,,,,,,,,,,,,0,0,0
59585,2,59585,Corynespora,"",eukaryota,false,,,,0.006666888096243303,1,,,92.199,141.0,10^-68.5865,,,,,,0.04666821667370312,7,,,62.9666,50.7143,10^-12.9861,,,,,[59586],0,0,0
59586,1,59585,Corynespora cassiicola,"",eukaryota,false,,,,0.006666888096243303,1,,,92.199,141.0,10^-68.5865,,,,,,0.04666821667370312,7,,,62.9666,50.7143,10^-12.9861,,,,,,0,0,0
59282,2,59282,Blastochloris,"",bacteria,false,,,,0.013333776192486607,2,,,96.017,66.0,10^-27.7916,,,,,,,,,,,,,,,,,[1079],0,0,0
1079,1,59282,Blastochloris viridis,"",bacteria,false,,,,0.013333776192486607,2,,,96.017,66.0,10^-27.7916,,,,,,,,,,,,,,,,,,0,0,0
58842,2,58842,Sagittula,"",bacteria,false,,,,0.006666888096243303,1,,,90.361,83.0,10^-33.135,,,,,,,,,,,,,,,,,[2009329],0,0,0
2009329,1,58842,Sagittula sp. P11,"",bacteria,false,,,,0.006666888096243303,1,,,90.361,83.0,10^-33.135,,,,,,,,,,,,,,,,,,0,0,0
58781,2,58781,Dinothrombium,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,62.5,48.0,10^-5.90658,,,,,[1965070],0,0,0
1965070,1,58781,Dinothrombium tinctorium,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,62.5,48.0,10^-5.90658,,,,,,0,0,0
58670,2,58670,Hypsibius,"",eukaryota,false,,,,,,,,,,,,,,,,0.29334307623470535,44,2,37,59.2056,62.175,10^-18.8055,,,,,[232323],0,0,0
232323,1,58670,Hypsibius dujardini,"",eukaryota,false,,,,,,,,,,,,,,,,0.29334307623470535,44,2,37,59.2056,62.175,10^-18.8055,,,,,,0,0,0
58113,2,58113,Glycomyces,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,48.9,47.0,10^-3.54363,,,,,[58116],0,0,0
58116,1,58113,Glycomyces tenuis,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,48.9,47.0,10^-3.54363,,,,,,0,0,0
58108,2,58108,Actinocorallia,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,48.1,54.0,10^-3.94692,,,,,[58109],0,0,0
58109,1,58108,Actinocorallia herbida,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,48.1,54.0,10^-3.94692,,,,,,0,0,0
58050,2,58050,Moritella,"",bacteria,false,,,,,,,,,,,,,,,,0.04000132857745982,6,1,4,76.3873,77.6667,10^-32.0075,,,,,"[80854, 69539]",0,0,0
80854,1,58050,Moritella viscosa,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,95.2,21.0,10^-3.47108,,,,,,0,0,0
69539,1,58050,Moritella yayanosii,"",bacteria,false,,,,,,,,,,,,,,,,0.026667552384973214,4,1,4,66.981,106.0,10^-46.2757,,,,,,0,0,0
57739,2,57739,Vogesella,"",bacteria,false,,,,0.04000132857745982,6,,,91.9546,142.6,10^-69.6807,,,,,,0.04666821667370312,7,,,98.98,43.4,10^-20.7775,,,,,"[2592656, 1192162, 1069161, 450366]",0,0,0
2592656,1,57739,Vogesella urethralis,"",bacteria,false,,,,,,,,,,,,,,,,0.04000132857745982,6,,,100.0,44.5,10^-21.5679,,,,,,0,0,0
1192162,1,57739,Vogesella sp. LIG4,"",bacteria,false,,,,0.03333444048121652,5,,,89.9433,140.75,10^-64.643,,,,,,,,,,,,,,,,,,0,0,0
1069161,1,57739,Vogesella fluminis,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,94.9,39.0,10^-17.6162,,,,,,0,0,0
450366,1,57739,Vogesella perlucida,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
57665,2,57665,Sulfurospirillum,"",bacteria,false,,,,0.006666888096243303,1,,,81.667,60.0,10^-13.3766,,,,,,0.013333776192486607,2,,,61.4,44.0,10^-5.6073,,,,,"[1986224, 66821]",0,0,0
1986224,1,57665,Sulfurospirillum sp. SL2-1,"",bacteria,false,,,,0.006666888096243303,1,,,81.667,60.0,10^-13.3766,,,,,,,,,,,,,,,,,,0,0,0
66821,1,57665,Sulfurospirillum multivorans,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,61.4,44.0,10^-5.6073,,,,,,0,0,0
57515,2,57515,Nicrophorus,sexton beetles,eukaryota,false,,,,0.013333776192486607,2,,,85.6485,97.0,10^-33.0777,,,,,,6.106869496158866,916,1,915,61.4358,248.718,10^-89.4318,,,,,[110193],0,0,0
110193,1,57515,Nicrophorus vespilloides,"",eukaryota,false,,,,0.013333776192486607,2,,,85.6485,97.0,10^-33.0777,,,,,,6.106869496158866,916,1,915,61.4358,248.718,10^-89.4318,,,,,,0,0,0
57499,2,57499,Kytococcus,"",bacteria,false,,,,0.013333776192486607,2,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,[1276],0,0,0
1276,1,57499,Kytococcus sedentarius,"",bacteria,false,,,,0.013333776192486607,2,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
57495,2,57495,Dermacoccus,"",bacteria,false,,,,0.2733424119459754,41,3,22,99.206,204.973,10^-107.761,,,,,,,,,,,,,,,,,"[2762331, 1871615, 1274]",0,0,0
2762331,1,57495,Dermacoccus sp. PAMC28757,"",bacteria,false,,,,0.013333776192486607,2,,,95.8335,135.0,10^-72.7252,,,,,,,,,,,,,,,,,,0,0,0
1871615,1,57495,Dermacoccus sp.,"",bacteria,false,,,,0.02000066428872991,3,,,99.5553,150.0,10^-88.9165,,,,,,,,,,,,,,,,,,0,0,0
1274,1,57495,Dermacoccus nishinomiyaensis,"",bacteria,false,,,,0.2400079714647589,36,3,22,99.384,214.5,10^-111.717,,,,,,,,,,,,,,,,,,0,0,0
57133,2,57133,Hydnum,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,68.0,25.0,10^-3.4034,,,,,[139363],0,0,0
139363,1,57133,Hydnum rufescens,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,68.0,25.0,10^-3.4034,,,,,,0,0,0
56747,2,56747,Fibularhizoctonia,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,65.0,40.0,10^-9.38616,,,,,[436010],0,0,0
436010,1,56747,Fibularhizoctonia sp. CBS 109695,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,65.0,40.0,10^-9.38616,,,,,,0,0,0
56688,2,56688,Halorubrum,"",archaea,false,,,,0.06000199286618973,9,,,90.529,123.333,10^-56.5325,,,,,,0.013333776192486607,2,,,74.5,37.0,10^-5.85308,,,,,"[1853699, 1383851, 337243, 29284]",0,0,0
1853699,1,56688,Halorubrum sp. CBA1229,"",archaea,false,,,,0.026667552384973214,4,,,90.7447,132.333,10^-62.2183,,,,,,0.006666888096243303,1,,,100.0,25.0,10^-4.43533,,,,,,0,0,0
1383851,1,56688,Halorubrum halodurans,"",archaea,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,49.0,49.0,10^-7.27084,,,,,,0,0,0
337243,1,56688,Halorubrum ezzemoulense,"",archaea,false,,,,0.006666888096243303,1,,,91.729,133.0,10^-63.1224,,,,,,,,,,,,,,,,,,0,0,0
29284,1,56688,Halorubrum trapanicum,"",archaea,false,,,,0.026667552384973214,4,,,89.6055,105.0,10^-44.7087,,,,,,,,,,,,,,,,,,0,0,0
56621,2,56621,Pseudomyrmex,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,56.8,44.0,10^-6.53313,,,,,[219809],0,0,0
219809,1,56621,Pseudomyrmex gracilis,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,56.8,44.0,10^-6.53313,,,,,,0,0,0
56489,2,56489,Thelephora,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,57.9,38.0,10^-3.38195,,,,,[370292],0,0,0
370292,1,56489,Thelephora ganbajun,"",eukaryota,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,57.9,38.0,10^-3.38195,,,,,,0,0,0
55799,2,55799,Diploscapter,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,36.7513,69.6667,10^-11.3802,,,,,[2018661],0,0,0
2018661,1,55799,Diploscapter pachys,"",eukaryota,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,36.7513,69.6667,10^-11.3802,,,,,,0,0,0
55784,2,55784,Panagrolaimus,"",eukaryota,false,,,,0.013333776192486607,2,,,94.937,79.0,10^-34.5288,,,,,,,,,,,,,,,,,[591449],0,0,0
591449,1,55784,Panagrolaimus sp. JU765,"",eukaryota,false,,,,0.013333776192486607,2,,,94.937,79.0,10^-34.5288,,,,,,,,,,,,,,,,,,0,0,0
55566,2,55566,Suberites,"",eukaryota,false,,,,0.013333776192486607,2,,,98.0,50.0,10^-20.3176,,,,,,,,,,,,,,,,,[458330],0,0,0
458330,1,55566,Suberites aurantiacus,"",eukaryota,false,,,,0.013333776192486607,2,,,98.0,50.0,10^-20.3176,,,,,,,,,,,,,,,,,,0,0,0
55528,2,55528,Guillardia,"",eukaryota,false,,,,0.03333444048121652,5,,,88.5572,68.4,10^-21.8541,,,,,,0.4800159429295178,72,,,66.8141,42.5686,10^-9.34667,,,,,[55529],0,0,0
55529,1,55528,Guillardia theta,"",eukaryota,false,,,,0.03333444048121652,5,,,88.5572,68.4,10^-21.8541,,,,,,0.4800159429295178,72,,,66.8141,42.5686,10^-9.34667,,,,,,0,0,0
55522,2,55522,Reishia,"",eukaryota,false,,,,,,,,,,,,,,,,0.04666821667370312,7,1,7,100.0,65.0,10^-40.8928,,,,,[272940],0,0,0
272940,1,55522,Reishia clavigera,"",eukaryota,false,,,,,,,,,,,,,,,,0.04666821667370312,7,1,7,100.0,65.0,10^-40.8928,,,,,,0,0,0
55193,2,55193,Malassezia,"",eukaryota,false,,,,0.2600086357534888,39,,,97.4581,134.939,10^-72.0812,,,,,,2.24007440033775,336,2,316,42.4588,93.5521,10^-15.7999,,,,,"[76777, 76775, 76773, 55194]",0,0,0
76777,1,55193,Malassezia sympodialis,"",eukaryota,false,,,,0.02000066428872991,3,,,93.738,86.0,10^-38.8678,,,,,,0.12667087382862277,19,1,18,46.7991,119.824,10^-36.5905,,,,,,0,0,0
76775,1,55193,Malassezia restricta,"",eukaryota,false,,,,0.16000531430983927,24,,,98.3975,146.05,10^-80.8096,,,,,,2.046734645546694,307,1,298,40.6219,92.4468,10^-13.8158,,,,,,0,0,0
76773,1,55193,Malassezia globosa,"",eukaryota,false,,,,0.07333576905867634,11,,,97.3762,135.667,10^-69.8914,,,,,,0.06666888096243304,10,,,93.5857,66.8571,10^-31.9184,,,,,,0,0,0
55194,1,55193,Malassezia furfur,"",eukaryota,false,,,,0.006666888096243303,1,,,90.566,53.0,10^-16.8614,,,,,,,,,,,,,,,,,,0,0,0
55170,2,55170,Didymella,"",eukaryota,false,,,,0.04666821667370312,7,,,87.9845,104.5,10^-40.0503,,,,,,0.013333776192486607,2,,,100.0,35.0,10^-14.6799,,,,,[100019],0,0,0
100019,1,55170,Didymella exigua,"",eukaryota,false,,,,0.04666821667370312,7,,,87.9845,104.5,10^-40.0503,,,,,,0.013333776192486607,2,,,100.0,35.0,10^-14.6799,,,,,,0,0,0
55080,2,55080,Brevibacillus,"",bacteria,false,,,,0.03333444048121652,5,,,95.2712,112.0,10^-58.9993,,,,,,0.013333776192486607,2,,,96.55,45.0,10^-21.4572,,,,,"[2778370, 54911, 51101]",0,0,0
2778370,1,55080,Brevibacillus sp. JNUCC-41,"",bacteria,false,,,,0.006666888096243303,1,,,97.297,37.0,10^-11.528,,,,,,,,,,,,,,,,,,0,0,0
54911,1,55080,Brevibacillus choshinensis,"",bacteria,false,,,,0.006666888096243303,1,,,79.73,74.0,10^-17.4026,,,,,,,,,,,,,,,,,,0,0,0
51101,1,55080,Brevibacillus agri,"",bacteria,false,,,,0.02000066428872991,3,,,99.7763,149.667,10^-88.6887,,,,,,0.013333776192486607,2,,,96.55,45.0,10^-21.4572,,,,,,0,0,0
54298,2,54298,Chroococcidiopsis,"",bacteria,false,,,,0.013333776192486607,2,,,99.0,150.0,10^-87.7728,,,,,,0.013333776192486607,2,,,52.5,40.0,10^-5.73755,,,,,"[2692781, 259957]",0,0,0
2692781,1,54298,Chroococcidiopsis sp. FACHB-1243,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,52.5,40.0,10^-5.73755,,,,,,0,0,0
259957,1,54298,uncultured Chroococcidiopsis sp.,"",bacteria,false,,,,0.013333776192486607,2,,,99.0,150.0,10^-87.7728,,,,,,,,,,,,,,,,,,0,0,0
54125,2,54125,Pristionchus,"",eukaryota,false,,,,0.28000930004221875,42,2,20,87.5729,109.455,10^-27.4818,,,,,,0.013333776192486607,2,,,63.6,44.0,10^-9.43531,,,,,"[1355913, 1317127, 1317126, 1195655, 452810, 452809, 358043, 54126]",0,0,0
1355913,1,54125,Pristionchus hoplostomus,"",eukaryota,false,,,,0.05333510476994643,8,1,8,90.678,118.0,10^-34.158,,,,,,,,,,,,,,,,,,0,0,0
1317127,1,54125,Pristionchus boliviae,"",eukaryota,false,,,,0.08000265715491964,12,1,12,82.759,174.0,10^-34.0915,,,,,,,,,,,,,,,,,,0,0,0
1317126,1,54125,Pristionchus bucculentus,"",eukaryota,false,,,,0.006666888096243303,1,,,93.333,60.0,10^-22.9832,,,,,,,,,,,,,,,,,,0,0,0
1195655,1,54125,Pristionchus arcanus,"",eukaryota,false,,,,0.03333444048121652,5,,,88.5785,42.75,10^-9.9238,,,,,,,,,,,,,,,,,,0,0,0
452810,1,54125,Pristionchus sp. 3 CZ3975,"",eukaryota,false,,,,0.03333444048121652,5,,,80.907,101.0,10^-29.8498,,,,,,,,,,,,,,,,,,0,0,0
452809,1,54125,Pristionchus sp. 15 RS5229,"",eukaryota,false,,,,0.013333776192486607,2,,,90.385,52.0,10^-16.1834,,,,,,,,,,,,,,,,,,0,0,0
358043,1,54125,Pristionchus sp. 6 RS5101,"",eukaryota,false,,,,0.06000199286618973,9,,,92.6897,57.0,10^-20.7181,,,,,,,,,,,,,,,,,,0,0,0
54126,1,54125,Pristionchus pacificus,"",eukaryota,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,63.6,44.0,10^-9.43531,,,,,,0,0,0
54066,2,54066,Xylophilus,"",bacteria,false,,,,0.10667020953989285,16,,,90.0624,119.933,10^-47.364,,,,,,0.04666821667370312,7,,,90.5667,50.3333,10^-24.1045,,,,,"[2795129, 2697032, 54067]",0,0,0
2795129,1,54066,Xylophilus sp. ASV27,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,100.0,58.0,10^-34.6676,,,,,,0,0,0
2697032,1,54066,Xylophilus rhododendri,"",bacteria,false,,,,0.10667020953989285,16,,,90.0624,119.933,10^-47.364,,,,,,0.013333776192486607,2,,,63.0,46.0,10^-8.97062,,,,,,0,0,0
54067,1,54066,Xylophilus ampelinus,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,90.2,41.0,10^-15.8268,,,,,,0,0,0
53922,2,53922,Senna,"",eukaryota,false,,,,,,,,,,,,,,,,0.04000132857745982,6,,,73.1167,34.5,10^-4.94477,,,,,[362788],0,0,0
362788,1,53922,Senna tora,"",eukaryota,false,,,,,,,,,,,,,,,,0.04000132857745982,6,,,73.1167,34.5,10^-4.94477,,,,,,0,0,0
53467,2,53467,Mesocestoides,"",eukaryota,false,,,,,,,,,,,,,,,,0.07333576905867634,11,1,10,87.0809,117.182,10^-74.13,,,,,[53468],0,0,0
53468,1,53467,Mesocestoides corti,"",eukaryota,false,,,,,,,,,,,,,,,,0.07333576905867634,11,1,10,87.0809,117.182,10^-74.13,,,,,,0,0,0
53457,2,53457,Janibacter,"",bacteria,false,,,,0.006666888096243303,1,,,91.667,120.0,10^-55.619,,,,,,,,,,,,,,,,,[857417],0,0,0
857417,1,53457,Janibacter indicus,"",bacteria,false,,,,0.006666888096243303,1,,,91.667,120.0,10^-55.619,,,,,,,,,,,,,,,,,,0,0,0
53357,2,53357,Intrasporangium,"",bacteria,false,,,,0.006666888096243303,1,,,80.69,145.0,10^-47.9888,,,,,,,,,,,,,,,,,[53358],0,0,0
53358,1,53357,Intrasporangium calvum,"",bacteria,false,,,,0.006666888096243303,1,,,80.69,145.0,10^-47.9888,,,,,,,,,,,,,,,,,,0,0,0
53355,2,53355,Terrabacter,"",bacteria,false,,,,,,,,,,,,,,,,0.026667552384973214,4,1,4,70.69,58.0,10^-24.4123,,,,,[2587051],0,0,0
2587051,1,53355,Terrabacter sp. 3264,"",bacteria,false,,,,,,,,,,,,,,,,0.026667552384973214,4,1,4,70.69,58.0,10^-24.4123,,,,,,0,0,0
53335,2,53335,Pantoea,"",bacteria,false,,,,0.04666821667370312,7,,,98.0126,172.8,10^-87.8865,,,,,,1.120037200168875,168,3,113,89.1311,53.2,10^-27.067,,,,,"[2681415, 2080494, 472694, 470934, 59814, 553, 549]",0,0,0
2681415,1,53335,Pantoea sp. 18069,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,49.0,10^-21.9626,,,,,,0,0,0
2080494,1,53335,Pantoea sp. PSNIH6,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,49.5,10^-25.8458,,,,,,0,0,0
472694,1,53335,Pantoea brenneri,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,83.9667,27.0,10^-6.06134,,,,,,0,0,0
470934,1,53335,Pantoea vagans,"",bacteria,false,,,,0.026667552384973214,4,,,97.1775,124.0,10^-65.8976,,,,,,,,,,,,,,,,,,0,0,0
